book	chapter	verse	wlc	lxx	vulg	clem	tr	kjv
Lam	1	10	יָדוֹ פָּרַשׂ צָר עַל כָּל־מַחֲמַדֶּיהָ כִּי־רָאֲתָה גוֹיִם בָּאוּ מִקְדָּשָׁהּ אֲשֶׁר צִוִּיתָה לֹא־יָבֹאוּ בַקָּהָל לָךְ ׃ ס	Ἰώθ. Κεῖρα αὐτοῦ ἐξεπέτασεν θλίβων ἐπὶ πάντα τὰ ἐπιθυμήματα αὐτῆς, εἶδεν γὰρ ἔθνη εἰσελθόντα εἰς τὸ ἁγίασμα αὐτῆς, ἄ ἐνετείλω μὴ εἰσελθεῖν αὐτὰ εἰς ἐκκλησίαν σου.	IOTH manum suam misit hostis ad omnia desiderabilia eius quia vidit gentes ingressas sanctuarium suum de quibus praeceperas ne intrarent in ecclesiam tuam	Jod Manum suam misit hostis ad omnia desiderabilia ejus, quia vidit gentes ingressas sanctuarium suum, de quibus prceperas ne intrarent in ecclesiam tuam.		The adversary hath spread out his hand upon all her pleasant things: for she hath seen that the heathen entered into her sanctuary, whom thou didst command that they should not enter into thy congregation.
Lam	1	11	כָּל־עַמָּהּ נֶאֱנָחִים מְבַקְּשִׁים לֶחֶם נָתְנוּ מַחֲמוֹדֵּיהֶם בְּאֹכֶל לְהָשִׁיב נָפֶשׁ רְאֵה יְהוָה וְהַבִּיטָה כִּי הָיִיתִי זוֹלֵלָה ׃ ס	Χάφ. Πᾶς ὁ λαὸς αὐτῆς καταστενάζοντες, ζητοῦντες ἄρτον. ἔδωκαν τὰ ἐπιθυμήματα αὐτῆς ἐν βρώσει τοῦ ἐπιστρέψαι δὲ, Κύριε, καὶ ἐπίβλεψον, ὅτι ἐγενήθη ἠτιμωμένη.	CAPH omnis populus eius gemens et quaerens panem dederunt pretiosa quaeque pro cibo ad refocilandam animam vide Domine considera quoniam facta sum vilis	Caph Omnis populus ejus gemens, et qurens panem; dederunt pretiosa quque pro cibo ad refocillandam animam. Vide, Domine, et considera quoniam facta sum vilis!		All her people sigh, they seek bread; they have given their pleasant things for meat to relieve the soul: see, O Lord, and consider; for I am become vile.
Lam	1	12	לוֹא אֲלֵיכֶם כָּל־עֹבְרֵי דֶרֶךְ הַבִּיטוּ וּרְאוּ אִם־יֵשׁ מַכְאוֹב כְּמַכְאֹבִי אֲשֶׁר עוֹלַל לִי אֲשֶׁר הוֹגָה יְהוָה בְּיוֹם חֲרוֹן אַפּוֹ ׃ ס	Αάμεδ. Οἱ πρὸς ὑμᾶς πάντες παραπορευόμενοι ὁδόν, ἐπιστρέψατε καὶ ἴδετε εἰ ἔστιν ἄλγος κατὰ τὸ ἄλγος μου ὅ ἐγενήθη· φθεγξάμενος ἐν ἐμοὶ ἐταπείνωσέν με Κύριος ἐν ἡμέρᾳ ργῆς θυμοῦ αὐτοῦ.	LAMED o vos omnes qui transitis per viam adtendite et videte si est dolor sicut dolor meus quoniam vindemiavit me ut locutus est Dominus in die irae furoris sui	Lamed O vos omnes qui transitis per viam, attendite, et videte si est dolor sicut dolor meus! quoniam vindemiavit me, ut locutus est Dominus, in die ir furoris sui.		Is it nothing to you, all ye that pass by? behold, and see if there be any sorrow like unto my sorrow, which is done unto me, wherewith the Lord hath afflicted me in the day of his fierce anger.
Lam	1	13	מִמָּרוֹם שָׁלַח־אֵשׁ בְּעַצְמֹתַי וַיִּרְדֶּנָּה פָּרַשׂ רֶשֶׁת לְרַגְלַי הֱשִׁיבַנִי אָחוֹר נְתָנַנִי שֹׁמֵמָה כָּל־הַיּוֹם דָּוָה ׃ ס	Μήμ. Ἐζ ὕψους αὐτοῦ ἀπέστειλεν πῦρ, ἐν τοῖς ὀστέοις μου κατήγαγεν αὐτό· διεπέτασεν δίκτυον τοῖς ποσίν μου, ἀπέστρεψέν με εἰς τὰ ὀπίσσω, ἔδωκέν με ἠφανισμένην, ὅλην τὴν ἡμέραν ὀδυνωμένην.	MEM de excelso misit ignem in ossibus meis et erudivit me expandit rete pedibus meis convertit me retrorsum posuit me desolatam tota die maerore confectam	Mem De excelso misit ignem in ossibus meis, et erudivit me: expandit rete pedibus meis, convertit me retrorsum; posuit me desolatam, tota die mrore confectam.		From above hath he sent fire into my bones, and it prevaileth against them: he hath spread a net for my feet, he hath turned me back: he hath made me desolate and faint all the day.
Lam	1	14	נִשְׂקַד עֹל פְּשָׁעַי בְּיָדוֹ יִשְׂתָּרְגוּ עָלוּ עַל־צַוָּארִי הִכְשִׁיל כֹּחִי נְתָנַנִי אֲדֹנָי בִּידֵי לֹא־אוּכַל קוּם ׃ ס	Nούν. Ἐγρηγορήθη ἐπὶ τὰ ἀσεβήματά μου. ἐν χερσίν μου συνεπλάκησαν, ἀνέβησαν ἐπὶ τὸν τράχηλόν ἠσθένησεν ἡ ἰσχύς μου, ὅτι ἔδωκεν Κύριος ἐν χερσίν μου ὀδύνας, οὐ δυνήσομαι στῆναι.	NUN vigilavit iugum iniquitatum mearum in manu eius convolutae sunt et inpositae collo meo infirmata est virtus mea dedit me Dominus in manu de qua non potero surgere	Nun Vigilavit jugum iniquitatum mearum; in manu ejus convolut sunt, et imposit collo meo. Infirmata est virtus mea: dedit me Dominus in manu de qua non potero surgere.		The yoke of my transgressions is bound by his hand: they are wreathed, and come up upon my neck: he hath made my strength to fall, the Lord hath delivered me into their hands, from whom I am not able to rise up.
Lam	1	15	סִלָּה כָל־אַבִּירַי אֲדֹנָי בְּקִרְבִּי קָרָא עָלַי מוֹעֵד לִשְׁבֹּר בַּחוּרָי גַּת דָּרַךְ אֲדֹנָי לִבְתוּלַת בַּת־יְהוּדָה ׃ ס	Σάμχ. Ἐξῆρεν πάντας τοὺς ἰσχυρούς μου ὁ κύριος ἐκ μέσου μου, ἐκάλεσεν ἐπʼ ἐμε καιρὸν τοῦ συντρίψαι ἐκλεκτούς μου· ληνὸν ἐπάτησεν Κύριος παρθένῳ θυγατρὶ Ἰούδα, ἐπὶ τούτοις ἐγὼ κλαίω.	SAMECH abstulit omnes magnificos meos Dominus de medio mei vocavit adversum me tempus ut contereret electos meos torcular calcavit Dominus virgini filiae Iuda	Samech Abstulit omnes magnificos meos Dominus de medio mei; vocavit adversum me tempus ut contereret electos meos. Torcular calcavit Dominus virgini fili Juda.		The Lord hath trodden under foot all my mighty men in the midst of me: he hath called an assembly against me to crush my young men: the Lord hath trodden the virgin, the daughter of Judah, as in a winepress.
Lam	1	16	עַל־אֵלֶּה אֲנִי בוֹכִיָּה עֵינִי עֵינִי יֹרְדָה מַּיִם כִּי־רָחַק מִמֶּנִּי מְנַחֵם מֵשִׁיב נַפְשִׁי הָיוּ בָנַי שׁוֹמֵמִים כִּי גָבַר אוֹיֵב ׃ ס	Ἅιν. Ὁ ὀφθαλμός μου κατήγαγεν ὕδωρ, ὅτι ἐμακρύνθη ἀπʼ ἐμοῦ ὁ παρακαλῶν με, ὁ ἐπιστρέφων ψυχήν μου· ἐγένοντο οἱ υἱοί μου ἠφανισμένοι, ὅτι ἐκραταιώθη ὁ ἐχθρός.	AIN idcirco ego plorans et oculus meus deducens aquam quia longe factus est a me consolator convertens animam meam facti sunt filii mei perditi quoniam invaluit inimicus	Ain Idcirco ego plorans, et oculus meus deducens aquas, quia longe factus est a me consolator, convertens animam meam. Facti sunt filii mei perditi, quoniam invaluit inimicus.		For these things I weep; mine eye, mine eye runneth down with water, because the comforter that should relieve my soul is far from me: my children are desolate, because the enemy prevailed.
Lam	1	17	פֵּרְשָׂה צִיּוֹן בְּיָדֶיהָ אֵין מְנַחֵם לָהּ צִוָּה יְהוָה לְיַעֲקֹב סְבִיבָיו צָרָיו הָיְתָה יְרוּשָׁלַםִ לְנִדָּה בֵּינֵיהֶם ׃ ס	Φή. Διεπετασεν Σειὼν χεῖρας αὐτῆς, οὐκ ἔστιν ὁ παρακαλῶν αὐτήν. ἐνετείλατο Κύριος τῷ Ἰακώβ· κύκλῳ αὐτοῦ οἱ θλίκδοντες αὐτόν, ἐγενήθη Ἰερουσαλὴμ εἰς ἀποκαθημένην ἀνὰ μέσον αὐτῶυ.	FE expandit Sion manus suas non est qui consoletur eam mandavit Dominus adversum Iacob in circuitu eius hostes eius facta est Hierusalem quasi polluta menstruis inter eos	Phe Expandit Sion manus suas; non est qui consoletur eam. Mandavit Dominus adversum Jacob in circuitu ejus hostes ejus; facta est Jerusalem quasi polluta menstruis inter eos.		Zion spreadeth forth her hands, and there is none to comfort her: the Lord hath commanded concerning Jacob, that his adversaries should be round about him: Jerusalem is as a menstruous woman among them.
Lam	1	18	צַדִּיק הוּא יְהוָה כִּי פִיהוּ מָרִיתִי שִׁמְעוּ־נָא כָל־עַמִּים וּרְאוּ מַכְאֹבִי בְּתוּלֹתַי וּבַחוּרַי הָלְכוּ בַשֶּׁבִי ׃ ס	Γωδή. Δίκαιός ἐστιν Κύριος, ὅτι στόμα αὐτοῦ παρεπίκρανα. ἀκούσατε δή, πάντες οἱ λαοί, καὶ ἴδετε τὸ ἄλγος μου· παρθένοι μου καὶ νεανίσκοι μου ἐπορεύθησαν ἐν αἰχμαλωσίᾳ.	SADE iustus est Dominus quia os eius ad iracundiam provocavi audite obsecro universi populi et videte dolorem meum virgines meae et iuvenes mei abierunt in captivitatem	Sade Justus est Dominus, quia os ejus ad iracundiam provocavi. Audite, obsecro, universi populi, et videte dolorem meum: virgines me et juvenes mei abierunt in captivitatem.		The Lord is righteous; for I have rebelled against his commandment: hear, I pray you, all people, and behold my sorrow: my virgins and my young men are gone into captivity.
Lam	1	19	קָרָאתִי לַמְאַהֲבַי הֵמָּה רִמּוּנִי כֹּהֲנַי וּזְקֵנַי בָּעִיר גָּוָעוּ כִּי־בִקְשׁוּ אֹכֶל לָמוֹ וְיָשִׁיבוּ אֶת־נַפְשָׁם ׃ ס	Κώφ. Ἐκάλεσα τοὺς ἐραστάς μου, αὐτοὶ δὲ παρελογίσαντό με· οἱ ἱερεῖς μου καὶ οἱ πρεσβύτεροί μου ἐν τῇ πόλει ἐξέλειπον, ὅτι ἐζήτησαν βρῶσιν αὐτοῖς ἴνα ἐπιστρέψωσιν ψυχὰς αὐτῶν, καὶ οὐχ εὗρον.	COPH vocavi amicos meos et ipsi deceperunt me sacerdotes mei et senes mei in urbe consumpti sunt quia quaesierunt cibum sibi ut refocilarent animam suam	Coph Vocavi amicos meos, et ipsi deceperunt me; sacerdotes mei et senes mei in urbe consumpti sunt, quia qusierunt cibum sibi ut refocillarent animam suam.		I called for my lovers, but they deceived me: my priests and mine elders gave up the ghost in the city, while they sought their meat to relieve their souls.
Lam	1	20	רְאֵה יְהוָה כִּי־צַר־לִי מֵעַי חֳמַרְמָרוּ נֶהְפַּךְ לִבִּי בְּקִרְבִּי כִּי מָרוֹ מָרִיתִי מִחוּץ שִׁכְּלָה־חֶרֶב בַּבַּיִת כַּמָּוֶת ׃ ס	Ῥήχς. Ἵδε, Κύριε, ὅτι θλίμβομαι· ἡ κοιλία μου ἐταράχθη, καὶ ἡ καρδία μου ἐστράφη ἐν ἐμοί ὅτι παραπικραίνουσα παρεπικράνθην, ἔξωθεν ἠτέκνωσεν μάχαιρα ὥσπερ θάνατος ἐν οἴκῳ.	RES vide Domine quoniam tribulor venter meus conturbatus est subversum est cor meum in memet ipsa quoniam amaritudine plena sum foris interfecit gladius et domi mors similis est	Res Vide, Domine, quoniam tribulor: conturbatus est venter meus, subversum est cor meum in memetipsa, quoniam amaritudine plena sum. Foris interfecit gladius, et domi mors similis est.		Behold, O Lord; for I am in distress: my bowels are troubled; mine heart is turned within me; for I have grievously rebelled: abroad the sword bereaveth, at home there is as death.
Lam	1	21	שָׁמְעוּ כִּי נֶאֱנָחָה אָנִי אֵין מְנַחֵם לִי כָּל־אֹיְבַי שָׁמְעוּ רָעָתִי שָׂשׂוּ כִּי אַתָּה עָשִׂיתָ הֵבֵאתָ יוֹם־קָרָאתָ וְיִהְיוּ כָמוֹנִי ׃ ס	Χσέν. Ἀκούσατε δὴ ὅτι στενάζω ἐγώ, οὐκ ἔστιυ ὁ παρακαλῶν με· πάντες οἱ ἐχθροί μου ἤκουσαν τὰ κακά μου καὶ ἐχάρησαν, ὅτι σὺ ἐποίησας· ἐπήγαγες ἡμέραν, ἐκάλεσας καιρόν, ἐγένοντο ὄμοιοι ἐμοί.	SEN audierunt quia ingemesco ego et non est qui consoletur me omnes inimici mei audierunt malum meum laetati sunt quoniam tu fecisti adduxisti diem consolationis et fient similes mei	Sin Audierunt quia ingemisco ego, et non est qui consoletur me; omnes inimici mei audierunt malum meum, ltati sunt quoniam tu fecisti: adduxisti diem consolationis, et fient similes mei.		They have heard that I sigh: there is none to comfort me: all mine enemies have heard of my trouble; they are glad that thou hast done it: thou wilt bring the day that thou hast called, and they shall be like unto me.
Lam	1	22	תָּבֹא כָל־רָעָתָם לְפָנֶיךָ וְעוֹלֵל לָמוֹ כַּאֲשֶׁר עוֹלַלְתָּ לִי עַל כָּל־פְּשָׁעָי כִּי־רַבּוֹת אַנְחֹתַי וְלִבִּי דַוָּי ׃ פ	Θαύ. Εἰσέλθοι πᾶσα ἡ κακία αὐτῶν κατὰ πρόσωπόν σου, καὶ ἐπιφύλλισον αὐτοῖς ὃν τρόπον ἐποίησαν ἐπιφυλλίδα περὶ πάντων τῶν ἁμαρτημάταον μου, ὅτι πολλοὶ οἱ στεναγμοί μου, καὶ ἡ καρδία μου λυπεῖται.	THAU ingrediatur omne malum eorum coram te et devindemia eos sicut vindemiasti me propter omnes iniquitates meas multi enim gemitus mei et cor meum maerens	Thau Ingrediatur omne malum eorum coram te: et vindemia eos, sicut vindemiasti me propter omnes iniquitates meas: multi enim gemitus mei, et cor meum mrens.]		Let all their wickedness come before thee; and do unto them, as thou hast done unto me for all my transgressions: for my sighs are many, and my heart is faint.
Lam	2	1	אֵיכָה יָעִיב בְּאַפּוֹ אֲדֹנָי אֶת־בַּת־צִיּוֹן הִשְׁלִיךְ מִשָּׁמַיִם אֶרֶץ תִּפְאֶרֶת יִשְׂרָאֵל וְלֹא־זָכַר הֲדֹם־רַגְלָיו בְּיוֹם אַפּוֹ ׃ ס	Ἄλεφ. Πῶς ἐγνόφωσεν ἐν ὀργῇ αὐτοῦ Κύριος τὴν θυγατέρα Σειών· κατερριψεν ἐξ οὐρανοῦ εἰς γῆν δόξασμα Ἰσραήλ, καὶ οὐκ ἐμνήσθη ὑποποδίου ποδῶν αὐτοῦ.	ALEPH quomodo obtexit caligine in furore suo Dominus filiam Sion proiecit de caelo terram inclitam Israhel et non recordatus est scabilli pedum suorum in die furoris sui	[ Aleph Quomodo obtexit caligine in furore suo Dominus filiam Sion; projecit de clo in terram inclytam Isral, et non est recordatus scabelli pedum suorum in die furoris sui!		How hath the Lord covered the daughter of Zion with a cloud in his anger, and cast down from heaven unto the earth the beauty of Israel, and remembered not his footstool in the day of his anger!
Lam	2	2	בִּלַּע אֲדֹנָי לֹא חָמַל אֵת כָּל־נְאוֹת יַעֲקֹב הָרַס בְּעֶבְרָתוֹ מִבְצְרֵי בַת־יְהוּדָה הִגִּיעַ לָאָרֶץ חִלֵּל מַמְלָכָה וְשָׂרֶיהָ ׃ ס	Βήθ. Ἐν ἡμέρᾳ ὀργῆς αὐτοῦ ¹κατεπόντισεν Κύριος, οὐ φεισάμενος· πάντα τὰ ὡραῖα Ἰακὼβ καθεῖλεν ἐν θυμῷ αὐτοῦ, τὰ ὀχυρώματα τῆς θυγατρὸς Ἰούδα ἐκόλλησεν εἰς τὴν γῆν, ἐβεβήλωσεν βασιλέας αὐτῆς καὶ ἄρχοντας αὐτῆς.	BETH praecipitavit Dominus nec pepercit omnia speciosa Iacob destruxit in furore suo munitiones virginis Iuda deiecit in terram polluit regnum et principes eius	Beth Prcipitavit Dominus, nec pepercit omnia speciosa Jacob: destruxit in furore suo muntiones virginis Juda, et dejecit in terram; polluit regnum et principes ejus.		The Lord hath swallowed up all the habitations of Jacob, and hath not pitied: he hath thrown down in his wrath the strong holds of the daughter of Judah; he hath brought them down to the ground: he hath polluted the kingdom and the princes thereof.
