book	chapter	verse	wlc	lxx	vulg	clem	tr	kjv
Titus	1	11			quos oportet redargui qui universas domos subvertunt docentes quae non oportet turpis lucri gratia	quos oportet redargui: qui universas domos subvertunt, docentes qu non oportet, turpis lucri gratia.	ους δει επιστομιζειν οιτινες ολους οικους ανατρεπουσιν διδασκοντες α μη δει αισχρου κερδους χαριν 	Whose mouths must be stopped, who subvert whole houses, teaching things which they ought not, for filthy lucre's sake.
Titus	1	12			dixit quidam ex illis proprius ipsorum propheta Cretenses semper mendaces malae bestiae ventres pigri	Dixit quidam ex illis, proprius ipsorum propheta: Cretenses semper mendaces, mal besti, ventres pigri.	ειπεν τις εξ αυτων ιδιος αυτων προφητης κρητες αει ψευσται κακα θηρια γαστερες αργαι 	One of themselves, even a prophet of their own, said, the Cretians are alway liars, evil beasts, slow bellies.
Titus	1	13			testimonium hoc verum est quam ob causam increpa illos dure ut sani sint in fide	Testimonium hoc verum est. Quam ob causam increpa illos dure, ut sani sint in fide,	η μαρτυρια αυτη εστιν αληθης δι ην αιτιαν ελεγχε αυτους αποτομως ινα υγιαινωσιν εν τη πιστει 	This witness is true. Wherefore rebuke them sharply, that they may be sound in the faith;
Titus	1	14			non intendentes iudaicis fabulis et mandatis hominum aversantium se a veritate	non intendentes judaicis fabulis, et mandatis hominum, aversantium se a veritate.	μη προσεχοντες ιουδαικοις μυθοις και εντολαις ανθρωπων αποστρεφομενων την αληθειαν 	Not giving heed to Jewish fables, and commandments of men, that turn from the truth.
Titus	1	15			omnia munda mundis coinquinatis autem et infidelibus nihil mundum sed inquinatae sunt eorum et mens et conscientia	Omnia munda mundis: coinquinatis autem et infidelibus, nihil est mundum, sed inquinat sunt eorum et mens et conscientia.	παντα μεν καθαρα τοις καθαροις τοις δε μεμιασμενοις και απιστοις ουδεν καθαρον αλλα μεμιανται αυτων και ο νους και η συνειδησις 	Unto the pure all things are pure: but unto them that are defiled and unbelieving is nothing pure; but even their mind and conscience is defiled.
Titus	1	16			confitentur se nosse Deum factis autem negant cum sunt abominati et incredibiles et ad omne opus bonum reprobi	Confitentur se nosse Deum, factis autem negant: cum sint abominati, et incredibiles, et ad omne opus bonum reprobi.	θεον ομολογουσιν ειδεναι τοις δε εργοις αρνουνται βδελυκτοι οντες και απειθεις και προς παν εργον αγαθον αδοκιμοι   	They profess that they know God; but in works they deny him, being abominable, and disobedient, and unto every good work reprobate.
Titus	2	1			tu autem loquere quae decet sanam doctrinam	Tu autem loquere qu decent sanam doctrinam:	συ δε λαλει α πρεπει τη υγιαινουση διδασκαλια 	But speak thou the things which become sound doctrine:
Titus	2	2			senes ut sobrii sint pudici prudentes sani fide dilectione patientia	senes ut sobrii sint, pudici, prudentes, sani in fide, in dilectione, in patientia:	πρεσβυτας νηφαλιους ειναι σεμνους σωφρονας υγιαινοντας τη πιστει τη αγαπη τη υπομονη 	That the aged men be sober, grave, temperate, sound in faith, in charity, in patience.
Titus	2	3			anus similiter in habitu sancto non criminatrices non vino multo servientes bene docentes	anus similiter in habitu sancto, non criminatrices, non multo vino servientes, bene docentes:	πρεσβυτιδας ωσαυτως εν καταστηματι ιεροπρεπεις μη διαβολους μη οινω πολλω δεδουλωμενας καλοδιδασκαλους 	The aged women likewise, that they be in behaviour as becometh holiness, not false accusers, not given to much wine, teachers of good things;
Titus	2	4			ut prudentiam doceant adulescentulas ut viros suos ament filios diligant	ut prudentiam doceant adolescentulas, ut viros suos ament, filios suos diligant,	ινα σωφρονιζωσιν τας νεας φιλανδρους ειναι φιλοτεκνους 	That they may teach the young women to be sober, to love their husbands, to love their children,
Titus	2	5			prudentes castas domus curam habentes benignas subditas suis viris ut non blasphemetur verbum Dei	prudentes, castas, sobrias, domus curam habentes, benignas, subditas viris suis, ut non blasphemetur verbum Dei.	σωφρονας αγνας οικουρους αγαθας υποτασσομενας τοις ιδιοις ανδρασιν ινα μη ο λογος του θεου βλασφημηται 	To be discreet, chaste, keepers at home, good, obedient to their own husbands, that the word of God be not blasphemed.
Titus	2	6			iuvenes similiter hortare ut sobrii sint	Juvenes similiter hortare ut sobrii sint.	τους νεωτερους ωσαυτως παρακαλει σωφρονειν 	Young men likewise exhort to be sober minded.
Titus	2	7			in omnibus te ipsum praebe exemplum bonorum operum in doctrina integritatem gravitatem	In omnibus teipsum prbe exemplum bonorum operum, in doctrina, in integritate, in gravitate,	περι παντα σεαυτον παρεχομενος τυπον καλων εργων εν τη διδασκαλια αδιαφθοριαν σεμνοτητα αφθαρσιαν 	In all things shewing thyself a pattern of good works: in doctrine shewing uncorruptness, gravity, sincerity,
Titus	2	8			verbum sanum inreprehensibilem ut is qui ex adverso est vereatur nihil habens malum dicere de nobis	verbum sanum, irreprehensibile: ut is qui ex adverso est, vereatur, nihil habens malum dicere de nobis.	λογον υγιη ακαταγνωστον ινα ο εξ εναντιας εντραπη μηδεν εχων περι υμων λεγειν φαυλον 	Sound speech, that cannot be condemned; that he that is of the contrary part may be ashamed, having no evil thing to say of you.
Titus	2	9			servos dominis suis subditos esse in omnibus placentes non contradicentes	Servos dominis suis subditos esse, in omnibus placentes, non contradicentes,	δουλους ιδιοις δεσποταις υποτασσεσθαι εν πασιν ευαρεστους ειναι μη αντιλεγοντας 	Exhort servants to be obedient unto their own masters, and to please them well in all things; not answering again;
Titus	2	10			non fraudantes, sed in omnibus fidem bonam ostendentes ut doctrinam salutaris nostri Dei ornent in omnibus	non fraudantes, sed in omnibus fidem bonam ostendentes: ut doctrinam Salvatoris nostri Dei ornent in omnibus.	μη νοσφιζομενους αλλα πιστιν πασαν ενδεικνυμενους αγαθην ινα την διδασκαλιαν του σωτηρος υμων  ημων  θεου κοσμωσιν εν πασιν 	Not purloining, but shewing all good fidelity; that they may adorn the doctrine of God our Saviour in all things.
Titus	2	11			apparuit enim gratia Dei salutaris omnibus hominibus	Apparuit enim gratia Dei Salvatoris nostri omnibus hominibus,	επεφανη γαρ η χαρις του θεου η σωτηριος πασιν ανθρωποις 	For the grace of God that bringeth salvation hath appeared to all men,
Titus	2	12			erudiens nos ut abnegantes impietatem et saecularia desideria sobrie et iuste et pie vivamus in hoc saeculo	erudiens nos, ut abnegantes impietatem, et scularia desideria, sobrie, et juste, et pie vivamus in hoc sculo,	παιδευουσα ημας ινα αρνησαμενοι την ασεβειαν και τας κοσμικας επιθυμιας σωφρονως και δικαιως και ευσεβως ζησωμεν εν τω νυν αιωνι 	Teaching us that, denying ungodliness and worldly lusts, we should live soberly, righteously, and godly, in this present world;
Titus	2	13			expectantes beatam spem et adventum gloriae magni Dei et salvatoris nostri Iesu Christi	exspectantes beatam spem, et adventum glori magni Dei, et Salvatoris nostri Jesu Christi:	προσδεχομενοι την μακαριαν ελπιδα και επιφανειαν της δοξης του μεγαλου θεου και σωτηρος ημων ιησου χριστου 	Looking for that blessed hope, and the glorious appearing of the great God and our Saviour Jesus Christ;
Titus	2	14			qui dedit semet ipsum pro nobis ut nos redimeret ab omni iniquitate et mundaret sibi populum acceptabilem sectatorem bonorum operum	qui dedit semetipsum pro nobis, ut nos redimeret ab omni iniquitate, et mundaret sibi populum acceptabilem, sectatorem bonorum operum.	ος εδωκεν εαυτον υπερ ημων ινα λυτρωσηται ημας απο πασης ανομιας και καθαριση εαυτω λαον περιουσιον ζηλωτην καλων εργων 	Who gave himself for us, that he might redeem us from all iniquity, and purify unto himself a peculiar people, zealous of good works.
Titus	2	15			haec loquere et exhortare et argue cum omni imperio nemo te contemnat	Hc loquere, et exhortare, et argue cum omni imperio. Nemo te contemnat.	ταυτα λαλει και παρακαλει και ελεγχε μετα πασης επιταγης μηδεις σου περιφρονειτω   	These things speak, and exhort, and rebuke with all authority. Let no man despise thee.
Titus	3	1			admone illos principibus et potestatibus subditos esse dicto oboedire ad omne opus bonum paratos esse	Admone illos principibus, et potestatibus subditos esse, dicto obedire, ad omne opus bonum paratos esse:	υπομιμνησκε αυτους αρχαις και εξουσιαις υποτασσεσθαι πειθαρχειν προς παν εργον αγαθον ετοιμους ειναι 	Put them in mind to be subject to principalities and powers, to obey magistrates, to be ready to every good work,
Titus	3	2			neminem blasphemare non litigiosos esse modestos omnem ostendentes mansuetudinem ad omnes homines	neminem blasphemare, non litigiosos esse, sed modestos, omnem ostendentes mansuetudinem ad omnes homines.	μηδενα βλασφημειν αμαχους ειναι επιεικεις πασαν ενδεικνυμενους πραοτητα προς παντας ανθρωπους 	To speak evil of no man, to be no brawlers, but gentle, shewing all meekness unto all men.
Titus	3	3			eramus enim et nos aliquando insipientes increduli errantes servientes desideriis et voluptatibus variis in malitia et invidia agentes odibiles odientes invicem	Eramus enim aliquando et nos insipientes, increduli, errantes, servientes desideriis, et voluptatibus variis, in malitia et invidia agentes, odibiles, odientes invicem.	ημεν γαρ ποτε και ημεις ανοητοι απειθεις πλανωμενοι δουλευοντες επιθυμιαις και ηδοναις ποικιλαις εν κακια και φθονω διαγοντες στυγητοι μισουντες αλληλους 	For we ourselves also were sometimes foolish, disobedient, deceived, serving divers lusts and pleasures, living in malice and envy, hateful, and hating one another.
Titus	3	4			cum autem benignitas et humanitas apparuit salvatoris nostri Dei	Cum autem benignitas et humanitas apparuit Salvatoris nostri Dei,	οτε δε η χρηστοτης και η φιλανθρωπια επεφανη του σωτηρος ημων θεου 	But after that the kindness and love of God our Saviour toward man appeared,
Titus	3	5			non ex operibus iustitiae quae fecimus nos sed secundum suam misericordiam salvos nos fecit per lavacrum regenerationis et renovationis Spiritus Sancti	non ex operibus justiti, qu fecimus nos, sed secundum suam misericordiam salvos nos fecit per lavacrum regenerationis et renovationis Spiritus Sancti,	ουκ εξ εργων των εν δικαιοσυνη ων εποιησαμεν ημεις αλλα κατα τον αυτου ελεον εσωσεν ημας δια λουτρου παλιγγενεσιας και ανακαινωσεως πνευματος αγιου 	Not by works of righteousness which we have done, but according to his mercy he saved us, by the washing of regeneration, and renewing of the Holy Ghost;
Titus	3	6			quem effudit in nos abunde per Iesum Christum salvatorem nostrum	quem effudit in nos abunde per Jesum Christum Salvatorem nostrum:	ου εξεχεεν εφ ημας πλουσιως δια ιησου χριστου του σωτηρος ημων 	Which he shed on us abundantly through Jesus Christ our Saviour;
Titus	3	7			ut iustificati gratia ipsius heredes simus secundum spem vitae aeternae	ut justificati gratia ipsius, hredes simus secundum spem vit tern.	ινα δικαιωθεντες τη εκεινου χαριτι κληρονομοι γενωμεθα κατ ελπιδα ζωης αιωνιου 	That being justified by his grace, we should be made heirs according to the hope of eternal life.
Titus	3	8			fidelis sermo est et de his volo te confirmare ut curent bonis operibus praeesse qui credunt Deo haec sunt bona et utilia hominibus	Fidelis sermo est: et de his volo te confirmare: ut curent bonis operibus presse qui credunt Deo. Hc sunt bona, et utilia hominibus.	πιστος ο λογος και περι τουτων βουλομαι σε διαβεβαιουσθαι ινα φροντιζωσιν καλων εργων προιστασθαι οι πεπιστευκοτες τω θεω ταυτα εστιν τα καλα και ωφελιμα τοις ανθρωποις 	This is a faithful saying, and these things I will that thou affirm constantly, that they which have believed in God might be careful to maintain good works. These things are good and profitable unto men.
Titus	3	9			stultas autem quaestiones et genealogias et contentiones et pugnas legis devita sunt enim inutiles et vanae	Stultas autem qustiones, et genealogias, et contentiones, et pugnas legis devita: sunt enim inutiles, et van.	μωρας δε ζητησεις και γενεαλογιας και ερεις και μαχας νομικας περιιστασο εισιν γαρ ανωφελεις και ματαιοι 	But avoid foolish questions, and genealogies, and contentions, and strivings about the law; for they are unprofitable and vain.
Titus	3	10			hereticum hominem post unam et secundam correptionem devita	Hreticum hominem post unam et secundam correptionem devita:	αιρετικον ανθρωπον μετα μιαν και δευτεραν νουθεσιαν παραιτου 	A man that is an heretick after the first and second admonition reject;
Titus	3	11			sciens quia subversus est qui eiusmodi est et delinquit proprio iudicio condemnatus	sciens quia subversus est, qui ejusmodi est, et delinquit, cum sit proprio judicio condemnatus.	ειδως οτι εξεστραπται ο τοιουτος και αμαρτανει ων αυτοκατακριτος 	Knowing that he that is such is subverted, and sinneth, being condemned of himself.
Titus	3	12			cum misero ad te Arteman aut Tychicum festina ad me venire Nicopolim ibi enim statui hiemare	Cum misero ad te Artemam, aut Tychicum, festina ad me venire Nicopolim: ibi enim statui hiemare.	οταν πεμψω αρτεμαν προς σε η τυχικον σπουδασον ελθειν προς με εις νικοπολιν εκει γαρ κεκρικα παραχειμασαι 	When I shall send Artemas unto thee, or Tychicus, be diligent to come unto me to Nicopolis: for I have determined there to winter.
Titus	3	13			Zenan legis peritum et Apollo sollicite praemitte ut nihil illis desit	Zenam legisperitum et Apollo sollicite prmitte, ut nihil illis desit.	ζηναν τον νομικον και απολλω σπουδαιως προπεμψον ινα μηδεν αυτοις λειπη 	Bring Zenas the lawyer and Apollos on their journey diligently, that nothing be wanting unto them.
Titus	3	14			discant autem et nostri bonis operibus praeesse ad usus necessarios ut non sint infructuosi	Discant autem et nostri bonis operibus presse ad usus necessarios: ut non sint infructuosi.	μανθανετωσαν δε και οι ημετεροι καλων εργων προιστασθαι εις τας αναγκαιας χρειας ινα μη ωσιν ακαρποι 	And let our's also learn to maintain good works for necessary uses, that they be not unfruitful.
Titus	3	15			salutant te qui mecum sunt omnes saluta qui nos amant in fide gratia Dei cum omnibus vobis amen	Salutant te qui mecum sunt omnes: saluta eos qui nos amant in fide. Gratia Dei cum omnibus vobis. Amen.	ασπαζονται σε οι μετ εμου παντες ασπασαι τους φιλουντας ημας εν πιστει η χαρις μετα παντων υμων αμην [ προς τιτον της κρητων εκκλησιας πρωτον επισκοπον χειροτονηθεντα εγραφη απο νικοπολεως της μακεδονιας]       	All that are with me salute thee. Greet them that love us in the faith. Grace be with you all. Amen.
